"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1078","model.simulation","src/model/simulation/SimulationHandler.java","5","108","Found 'DU'-anomaly for variable 'nameStockNameMap' (lines '108'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1079","model.simulation","src/model/simulation/SimulationHandler.java","3","111","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1080","model.simulation","src/model/simulation/SimulationHandler.java","3","111","Avoid variables with short names like n","Naming Rules","ShortVariable"
"1081","model.simulation","src/model/simulation/SimulationHandler.java","5","116","Found 'DU'-anomaly for variable 'lastSeenTime' (lines '116'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1082","model.simulation","src/model/simulation/SimulationHandler.java","5","117","Found 'DD'-anomaly for variable 'curr' (lines '117'-'124').","Controversial Rules","DataflowAnomalyAnalysis"
"1083","model.simulation","src/model/simulation/SimulationHandler.java","5","117","Found 'DU'-anomaly for variable 'curr' (lines '117'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1084","model.simulation","src/model/simulation/SimulationHandler.java","5","122","Found 'DU'-anomaly for variable 'stockPrices' (lines '122'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1085","model.simulation","src/model/simulation/SimulationHandler.java","3","130","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1086","model.simulation","src/model/simulation/SimulationHandler.java","3","130","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"1087","model.simulation","src/model/simulation/SimulationHandler.java","5","134","Found 'DU'-anomaly for variable 'lastSeenTime' (lines '134'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1088","model.simulation","src/model/simulation/SimulationHandler.java","5","137","Found 'DU'-anomaly for variable 'lastSeenTime' (lines '137'-'174').","Controversial Rules","DataflowAnomalyAnalysis"
"1089","model.simulation","src/model/simulation/SimulationHandler.java","3","140","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1090","model.simulation","src/model/simulation/SimulationHandler.java","3","140","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"1091","model.simulation","src/model/simulation/SimulationHandler.java","3","152","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1092","model.simulation","src/model/simulation/SimulationHandler.java","3","190","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1093","model.simulation","src/model/simulation/SimulationHandler.java","3","197","Avoid variables with short names like i","Naming Rules","ShortVariable"
"1094","model.simulation","src/model/simulation/SimulationHandler.java","3","209","Avoid variables with short names like p","Naming Rules","ShortVariable"
"1095","model.simulation","src/model/simulation/SimulationHandler.java","3","238","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1096","model.simulation","src/model/simulation/SimulationHandler.java","3","238","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1097","model.simulation","src/model/simulation/SimulationHandler.java","3","238","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"1098","model.simulation","src/model/simulation/SimulationHandler.java","3","255","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1099","model.simulation","src/model/simulation/SimulationHandler.java","3","264","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1100","model.simulation","src/model/simulation/TraderSimulator2.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1101","model.simulation","src/model/simulation/TraderSimulator2.java","3","21","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1102","model.simulation","src/model/simulation/TraderSimulator2.java","3","23","Parameter 'jpaHelper' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1103","model.simulation","src/model/simulation/TraderSimulator2.java","3","33","Avoid variables with short names like s","Naming Rules","ShortVariable"
"1104","model.simulation","src/model/simulation/TraderSimulator2.java","3","33","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1105","model.simulation","src/model/simulation/TraderSimulator2.java","3","33","Parameter 'portfolio' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1106","model.simulation","src/model/simulation/TraderSimulator2.java","3","33","Parameter 's' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1107","model.simulation","src/model/simulation/TraderSimulator2.java","3","35","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1108","model.simulation","src/model/simulation/TraderSimulator2.java","3","38","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1109","model.simulation","src/model/simulation/TraderSimulator2.java","3","49","Avoid variables with short names like s","Naming Rules","ShortVariable"
"1110","model.simulation","src/model/simulation/TraderSimulator2.java","3","49","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1111","model.simulation","src/model/simulation/TraderSimulator2.java","3","53","Avoid variables with short names like ph","Naming Rules","ShortVariable"
"1112","model.simulation","src/model/simulation/TraderSimulator2.java","3","56","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1113","model.simulation","src/model/simulation/TraderSimulator2.java","3","59","Local variable 'latest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1114","model.trader","src/model/trader/ITrader.java","3","21","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"1115","model.trader","src/model/trader/ITrader.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"1116","model.trader","src/model/trader/ITrader.java","3","24","Avoid variables with short names like s","Naming Rules","ShortVariable"
"1117","model.trader","src/model/trader/ITrader.java","3","26","Avoid variables with short names like s","Naming Rules","ShortVariable"
"1118","model.trader","src/model/trader/ITrader.java","3","28","Avoid variables with short names like ph","Naming Rules","ShortVariable"
"1119","model.trader","src/model/trader/TraderSimulator.java","3","25","Avoid excessively long variable names like propertyChangeSuport","Naming Rules","LongVariable"
"1120","model.trader","src/model/trader/TraderSimulator.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1121","model.trader","src/model/trader/TraderSimulator.java","3","25","Private field 'propertyChangeSuport' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1122","model.trader","src/model/trader/TraderSimulator.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1123","model.trader","src/model/trader/TraderSimulator.java","3","26","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1124","model.trader","src/model/trader/TraderSimulator.java","3","36","Singleton is not thread safe","Design Rules","NonThreadSafeSingleton"
"1125","model.trader","src/model/trader/TraderSimulator.java","3","42","Avoid variables with short names like s","Naming Rules","ShortVariable"
"1126","model.trader","src/model/trader/TraderSimulator.java","3","42","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1127","model.trader","src/model/trader/TraderSimulator.java","3","42","Parameter 'portfolio' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1128","model.trader","src/model/trader/TraderSimulator.java","3","42","Parameter 's' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1129","model.trader","src/model/trader/TraderSimulator.java","3","52","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1130","model.trader","src/model/trader/TraderSimulator.java","3","57","Avoid variables with short names like ph","Naming Rules","ShortVariable"
"1131","model.trader","src/model/trader/TraderSimulator.java","3","57","Parameter 'ph' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1132","model.trader","src/model/trader/TraderSimulator.java","3","57","Parameter 'portfolio' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1133","model.trader","src/model/trader/TraderSimulator.java","3","60","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1134","model.trader","src/model/trader/TraderSimulator.java","3","63","Local variable 'latest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
